AssetID,AssetType,InstallDate,AgeYears,ConditionScore,LastMaintenanceDate,Region,Latitude,Longitude,InspectionDate,Commodity,System,DiameterInches,Material,CoatingType,SeamType,MAOP_psig,HCA_Flag,ClassLocation,SoilCorrosivityIndex,CPZoneID,CPStatus,LastCPSurveyDate,PipeToSoilPotential_mV,LastILI_Date,ILI_Anomalies_Count,LeakHistoryCount,CorrosionRiskScore,CorrosionRiskScore_Rubric
A100327,Test Station,1996-08-28,28,1,2023-09-26,North Bay,38.23707,-122.70287,2025-11-27,Gas,Transmission,,Steel,None/Unknown,Seamless,500.0,N,1.0,2.0,CPZ-310,Underprotected,2016-10-29,-828.0,,,3,10.0,10.0
A100328,Regulator Station,2004-01-09,21,1,2021-06-29,East Bay,37.50134,-121.60932,2023-04-30,Gas,Transmission,,Steel,Coal Tar,Seamless,300.0,Y,2.0,5.0,CPZ-203,Adequate,2006-09-02,-902.0,,,0,10.0,9.0
A100329,Regulator Station,1971-05-14,54,1,1995-01-07,North Bay,38.20474,-122.73199,1996-07-21,Gas,Distribution,,Steel,None/Unknown,ERW,200.0,Y,3.0,3.0,CPZ-918,Overprotected,2000-01-13,-857.0,,,1,6.0,10.0
A100330,Gas Transmission Pipeline,1966-02-20,59,1,2006-01-09,South Bay,37.40348,-122.02394,2008-06-14,Gas,Transmission,16.0,Steel,Tape Wrap,Seamless,148.0,N,4.0,2.0,CPZ-345,Unknown,2004-07-26,-973.0,1983-03-31,13.0,3,6.0,10.0
A100331,Pipeline Casing,1989-07-06,36,4,2003-07-19,North Bay,38.42049,-122.42072,2003-10-23,Gas,Transmission,2.0,Steel,FBE,Unknown,300.0,N,2.0,3.0,CPZ-418,Adequate,2020-03-13,-1037.0,2010-02-27,0.0,2,6.0,7.0
A100332,Regulator Station,1980-07-07,45,4,1982-11-10,South Bay,37.22532,-121.91657,1984-02-15,Gas,Distribution,,Steel,FBE,Seamless,60.0,N,2.0,1.0,CPZ-559,Adequate,1990-01-11,-927.0,,,1,3.0,4.0
A100333,Test Station,1964-04-03,61,4,1968-06-01,Peninsula,37.67103,-122.2724,1969-12-30,Gas,Distribution,,Steel,Tape Wrap,ERW,60.0,N,2.0,5.0,CPZ-200,Unknown,1969-10-22,-739.0,,,3,10.0,10.0
A100334,Anode Bed,1997-11-06,27,4,2017-05-27,East Bay,37.87093,-122.36114,2019-04-30,Gas,Distribution,,Steel,FBE,ERW,30.0,Y,2.0,5.0,CPZ-409,Adequate,2017-09-21,-818.0,,,2,10.0,10.0
A100335,Regulator Station,1978-09-17,46,5,1987-04-05,San Francisco,37.71991,-122.39504,1987-05-07,Gas,Distribution,,Steel,None/Unknown,Seamless,200.0,N,1.0,4.0,CPZ-770,Adequate,2022-09-20,-999.0,,,0,6.0,8.0
A100336,Regulator Station,2002-11-24,22,3,2021-12-02,San Francisco,37.77983,-122.50218,2023-07-06,Gas,Distribution,,Steel,None/Unknown,SAW,60.0,Y,3.0,1.0,CPZ-699,Adequate,2021-11-20,-823.0,,,0,6.0,7.0
A100337,Test Station,1968-11-20,56,1,1989-12-26,Sierra,39.33557,-120.72757,1991-09-04,Gas,Transmission,,Steel,Asphalt Enamel,Seamless,720.0,N,1.0,4.0,CPZ-638,Underprotected,2017-01-02,-748.0,,,1,9.0,10.0
A100338,CP Rectifier,1989-06-22,36,4,1997-09-19,San Francisco,37.76788,-122.50642,1998-06-16,Gas,Distribution,,Steel,FBE,ERW,200.0,N,2.0,3.0,CPZ-141,Adequate,2019-08-02,-773.0,,,0,7.0,7.0
A100339,Test Station,1986-09-21,38,2,2021-09-04,Central Valley,37.0056,-120.57242,2023-02-13,Gas,Transmission,,Steel,None/Unknown,ERW,500.0,Y,3.0,5.0,CPZ-753,Adequate,1990-09-20,-854.0,,,1,10.0,10.0
A100340,Anode Bed,1995-01-21,30,4,2014-01-23,Central Valley,37.62747,-121.42085,2016-02-05,Gas,Distribution,,Steel,FBE,SAW,148.0,N,1.0,1.0,CPZ-830,Unknown,2012-06-07,-874.0,,,0,3.0,4.0
A100341,Valve Station,1998-11-08,26,1,2007-06-19,Sierra,39.59185,-121.13278,2007-11-25,Gas,Distribution,,Steel,Asphalt Enamel,Seamless,148.0,N,1.0,3.0,CPZ-764,Unknown,2011-12-05,-1041.0,,,0,4.0,7.0
A100342,Regulator Station,1999-04-26,26,1,2004-12-09,Peninsula,37.52489,-122.4511,2006-08-02,Gas,Transmission,,Steel,Coal Tar,ERW,720.0,N,4.0,4.0,CPZ-821,Adequate,2008-10-07,-844.0,,,0,8.0,9.0
A100343,Valve Station,2008-12-16,16,1,2018-03-02,San Francisco,37.75616,-122.39073,2018-06-15,Gas,Distribution,,Steel,Tape Wrap,Unknown,30.0,Y,1.0,1.0,CPZ-477,Adequate,2011-10-22,-897.0,,,3,5.0,8.0
A100344,Test Station,2010-08-23,14,1,2020-04-08,North Bay,38.65235,-122.67604,2020-06-29,Gas,Distribution,,Steel,FBE,SAW,200.0,N,3.0,3.0,CPZ-457,Adequate,2015-10-20,-833.0,,,0,6.0,6.0
A100345,Anode Bed,2019-06-02,6,2,2022-12-18,North Bay,38.26529,-122.59845,2023-12-06,Gas,Distribution,,Steel,Tape Wrap,Seamless,100.0,N,3.0,2.0,CPZ-647,Underprotected,2020-08-10,-892.0,,,1,7.0,8.0
A100346,Pipeline Casing,1981-06-08,44,4,2006-10-19,East Bay,37.5161,-121.80418,2007-07-02,Gas,Transmission,10.0,Steel,Coal Tar,Seamless,500.0,N,3.0,4.0,CPZ-741,Adequate,2018-08-27,-1004.0,1999-01-03,3.0,2,8.0,10.0
A100347,Gas Distribution Main,2014-02-28,11,5,2023-12-16,San Francisco,37.76512,-122.50932,2024-12-09,Gas,Distribution,16.0,PE,Coal Tar,,30.0,Y,4.0,5.0,CPZ-554,Underprotected,2018-03-21,-859.0,,,1,10.0,10.0
A100348,Regulator Station,2021-04-23,4,4,2022-02-06,South Bay,37.05132,-121.81012,2023-10-26,Gas,Transmission,,Steel,Asphalt Enamel,ERW,300.0,N,2.0,2.0,CPZ-452,Underprotected,2023-01-10,-939.0,,,0,6.0,7.0
A100349,Regulator Station,1974-03-15,51,3,1995-05-06,Sierra,39.45076,-120.62567,1997-02-21,Gas,Distribution,,Steel,Coal Tar,SAW,60.0,N,1.0,3.0,CPZ-886,Adequate,2015-05-02,-760.0,,,0,7.0,9.0
A100350,Pipeline Casing,1997-10-22,27,2,2012-09-30,South Bay,37.20578,-121.96328,2012-12-09,Gas,Transmission,4.0,Steel,Coal Tar,ERW,300.0,Y,2.0,4.0,CPZ-545,Adequate,2023-10-04,-954.0,2015-01-15,0.0,1,8.0,10.0
A100351,Valve Station,2008-03-08,17,3,2012-05-05,Central Valley,37.7683,-121.3131,2013-09-08,Gas,Transmission,,Steel,Coal Tar,SAW,1000.0,N,1.0,5.0,CPZ-599,Adequate,2018-11-13,-882.0,,,2,9.0,10.0
A100352,Pipeline Casing,1973-04-08,52,3,2013-02-28,Peninsula,37.39464,-122.13327,2014-08-29,Gas,Transmission,6.0,Steel,None/Unknown,Seamless,148.0,N,2.0,4.0,CPZ-862,Adequate,2001-06-02,-880.0,1994-08-23,8.0,0,4.0,9.0
A100353,Test Station,1984-10-14,40,1,2020-07-29,East Bay,37.65683,-122.36213,2021-05-29,Gas,Transmission,,Steel,Tape Wrap,SAW,300.0,Y,2.0,5.0,CPZ-309,Unknown,1986-03-08,-934.0,,,2,10.0,10.0
A100354,Gas Distribution Main,2020-05-16,5,1,2021-09-27,Central Valley,36.85737,-120.69221,2023-02-15,Gas,Distribution,12.0,Steel,Asphalt Enamel,SAW,30.0,N,1.0,2.0,CPZ-371,Adequate,2023-11-05,-679.0,,,3,6.0,9.0
A100355,Anode Bed,1969-12-16,55,4,2001-10-03,Central Valley,36.50832,-121.01509,2002-11-18,Gas,Distribution,,Steel,FBE,Seamless,100.0,N,3.0,3.0,CPZ-687,Adequate,1980-03-29,-908.0,,,0,4.0,6.0
A100356,CP Rectifier,2012-08-13,12,2,2016-12-11,Central Valley,37.94451,-121.15817,2017-09-13,Gas,Distribution,,Steel,Coal Tar,SAW,60.0,N,2.0,5.0,CPZ-349,Underprotected,2018-06-02,-842.0,,,0,10.0,10.0
A100357,Pipeline Casing,1988-10-12,36,4,2013-02-01,East Bay,37.60412,-122.04531,2015-02-20,Gas,Transmission,16.0,Steel,FBE,Seamless,500.0,Y,2.0,2.0,CPZ-713,Adequate,2021-10-10,-966.0,2021-09-08,2.0,2,7.0,7.0
A100358,Anode Bed,2013-11-02,11,2,2014-06-03,North Bay,38.1337,-122.32926,2015-03-25,Gas,Distribution,,Steel,Coal Tar,SAW,60.0,N,2.0,2.0,CPZ-643,Adequate,2022-01-23,-810.0,,,0,7.0,7.0
A100359,Test Station,1962-07-19,63,4,1986-03-03,Sierra,38.53029,-120.95302,1988-06-10,Gas,Distribution,,Steel,Tape Wrap,Seamless,30.0,Y,4.0,3.0,CPZ-194,Unknown,1978-08-12,-976.0,,,1,8.0,10.0
A100360,Anode Bed,1960-01-08,65,2,2002-01-01,San Francisco,37.81916,-122.48217,2004-03-27,Gas,Distribution,,Steel,Asphalt Enamel,Seamless,30.0,N,1.0,5.0,CPZ-958,Underprotected,1994-07-10,-1025.0,,,3,9.0,10.0
A100361,Valve Station,1957-12-03,67,1,2004-01-19,South Bay,37.05272,-122.13726,2005-08-21,Gas,Transmission,,Steel,None/Unknown,Unknown,720.0,N,3.0,2.0,CPZ-432,Overprotected,2015-03-30,-804.0,,,2,5.0,10.0
A100362,Service Line/Riser,1979-01-22,46,5,1996-10-14,South Bay,37.14062,-122.04641,1998-08-16,Gas,Transmission,10.0,Cast Iron,Asphalt Enamel,,100.0,Y,4.0,3.0,CPZ-229,Adequate,1986-12-18,-1023.0,,,0,7.0,8.0
A100363,Valve Station,1968-10-15,56,1,1970-12-21,Central Valley,37.39615,-121.20685,1972-02-02,Gas,Distribution,,Steel,None/Unknown,ERW,200.0,N,3.0,1.0,CPZ-275,Underprotected,1996-12-25,-924.0,,,2,6.0,10.0
A100364,Valve Station,1994-04-19,31,3,2007-04-06,East Bay,37.9438,-122.38711,2008-09-09,Gas,Distribution,,Steel,None/Unknown,SAW,148.0,N,3.0,2.0,CPZ-568,Adequate,1998-03-17,-867.0,,,2,5.0,8.0
A100365,Pipeline Casing,2010-12-02,14,3,2020-01-26,South Bay,37.02295,-121.8023,2022-01-21,Gas,Transmission,20.0,Steel,Coal Tar,Seamless,300.0,Y,2.0,2.0,CPZ-993,Underprotected,2017-10-18,-796.0,2019-03-03,3.0,0,9.0,10.0
A100366,Service Line/Riser,2003-12-07,21,1,2005-09-10,Peninsula,37.44238,-122.12809,2007-11-05,Gas,Distribution,36.0,PE,Coal Tar,,60.0,Y,4.0,3.0,CPZ-445,Adequate,2013-09-18,-870.0,,,1,8.0,8.0
A100367,Gas Distribution Main,2003-12-06,21,5,2013-10-02,Peninsula,37.34957,-122.26141,2014-04-28,Gas,Distribution,12.0,PE,Tape Wrap,,200.0,N,1.0,2.0,CPZ-877,Adequate,2012-08-03,-856.0,,,3,5.0,8.0
A100368,Gas Distribution Main,2018-01-20,7,1,2022-11-19,East Bay,37.68179,-121.96803,2023-02-21,Gas,Transmission,6.0,Steel,Coal Tar,SAW,1000.0,Y,3.0,2.0,CPZ-294,Underprotected,2024-01-05,-1046.0,,,0,8.0,8.0
A100369,Gas Distribution Main,2016-06-18,9,2,2024-07-21,North Bay,38.4005,-122.60514,2025-02-04,Gas,Transmission,20.0,Wrought Iron,None/Unknown,,200.0,Y,4.0,1.0,CPZ-572,Adequate,2021-05-25,-968.0,,,3,4.0,9.0
A100370,Gas Distribution Main,2012-10-18,12,2,2016-04-06,Sierra,39.04371,-120.08794,2017-01-16,Gas,Transmission,8.0,PE,Coal Tar,,30.0,N,3.0,5.0,CPZ-413,Adequate,2016-06-06,-840.0,,,0,10.0,9.0
A100371,Regulator Station,2001-02-08,24,5,2015-06-03,Central Valley,37.33405,-120.99944,2015-07-17,Gas,Distribution,,Steel,FBE,SAW,30.0,N,4.0,2.0,CPZ-476,Overprotected,2023-01-04,-900.0,,,3,5.0,7.0
A100372,Valve Station,2017-01-03,8,1,2018-07-19,Peninsula,37.67098,-122.42065,2018-11-29,Gas,Distribution,,Steel,Asphalt Enamel,Unknown,60.0,N,1.0,5.0,CPZ-842,Underprotected,2021-11-24,-912.0,,,2,9.0,10.0
A100373,Pipeline Casing,1975-10-28,49,5,2003-04-19,South Bay,37.1862,-121.69999,2004-02-08,Gas,Transmission,4.0,Steel,Asphalt Enamel,ERW,60.0,N,1.0,3.0,CPZ-520,Underprotected,2018-05-15,-836.0,1996-06-26,0.0,0,8.0,10.0
A100374,Pipeline Casing,1994-09-24,30,5,2009-08-24,East Bay,37.80376,-121.75044,2011-02-14,Gas,Transmission,36.0,Steel,None/Unknown,SAW,148.0,Y,2.0,4.0,CPZ-422,Adequate,2016-11-12,-1021.0,2011-05-02,3.0,1,8.0,10.0
A100375,Test Station,1996-09-25,28,5,2009-09-02,South Bay,37.19494,-121.77164,2011-08-17,Gas,Distribution,,Steel,None/Unknown,ERW,200.0,Y,2.0,2.0,CPZ-591,Overprotected,2003-12-16,-1032.0,,,2,6.0,10.0
A100376,Gas Distribution Main,1972-04-03,53,1,2024-12-25,East Bay,37.96883,-121.67359,2025-11-08,Gas,Distribution,12.0,PE,Tape Wrap,,148.0,N,2.0,5.0,CPZ-867,Adequate,2020-04-20,-773.0,,,1,9.0,10.0
A100377,Test Station,1988-04-10,37,4,2018-08-30,San Francisco,37.73286,-122.48702,2020-04-05,Gas,Transmission,,Steel,Coal Tar,Unknown,60.0,Y,2.0,5.0,CPZ-985,Underprotected,1995-03-03,-1025.0,,,0,10.0,10.0
A100378,Regulator Station,2006-06-27,19,2,2016-03-10,South Bay,37.44114,-121.72439,2018-04-26,Gas,Transmission,,Steel,Asphalt Enamel,Seamless,60.0,N,1.0,2.0,CPZ-548,Adequate,2014-02-16,-1051.0,,,0,4.0,5.0
A100379,Gas Transmission Pipeline,1985-08-08,40,1,2024-04-16,San Francisco,37.71409,-122.47183,2024-06-25,Gas,Transmission,12.0,Steel,Tape Wrap,Seamless,500.0,N,1.0,2.0,CPZ-883,Adequate,1994-02-25,-1065.0,1992-01-26,13.0,1,7.0,7.0
A100380,Gas Distribution Main,1977-09-28,47,5,2024-07-23,South Bay,37.28229,-122.16606,2024-08-28,Gas,Transmission,2.0,Steel,Coal Tar,Unknown,500.0,N,3.0,2.0,CPZ-810,Adequate,2022-05-30,-1007.0,,,0,6.0,6.0
A100381,Launcher/Receiver,1987-04-21,38,4,2014-07-26,North Bay,38.19462,-122.53242,2016-06-01,Gas,Transmission,,Steel,Tape Wrap,ERW,720.0,Y,2.0,3.0,CPZ-904,Adequate,1989-02-23,-1092.0,2010-10-30,13.0,0,8.0,8.0
A100382,Launcher/Receiver,2018-09-15,6,3,2020-08-16,San Francisco,37.76516,-122.40896,2022-12-15,Gas,Transmission,,Steel,FBE,Seamless,720.0,N,3.0,1.0,CPZ-309,Adequate,2023-10-02,-883.0,,0.0,0,4.0,3.0
A100383,Anode Bed,1959-12-27,65,5,2003-03-10,San Francisco,37.72792,-122.40053,2004-07-16,Gas,Distribution,,Steel,Coal Tar,Seamless,148.0,Y,4.0,3.0,CPZ-206,Underprotected,1978-09-19,-965.0,,,0,10.0,10.0
A100384,Service Line/Riser,1977-05-14,48,3,1994-06-25,South Bay,37.41029,-121.97455,1996-03-14,Gas,Transmission,4.0,Steel,Tape Wrap,SAW,500.0,N,1.0,3.0,CPZ-782,Adequate,2009-07-24,-970.0,,,1,8.0,8.0
A100385,Anode Bed,2004-03-24,21,2,2006-08-19,San Francisco,37.73991,-122.36741,2007-12-04,Gas,Distribution,,Steel,FBE,SAW,60.0,N,1.0,1.0,CPZ-516,Unknown,2018-11-02,-782.0,,,2,5.0,7.0
A100386,Valve Station,2001-10-25,23,3,2009-06-02,North Bay,38.48186,-123.01613,2010-05-13,Gas,Distribution,,Steel,None/Unknown,Seamless,200.0,N,1.0,3.0,CPZ-394,Adequate,2003-06-25,-762.0,,,2,8.0,10.0
A100387,Service Line/Riser,2000-12-03,24,3,2004-06-28,North Bay,38.47252,-123.19457,2006-02-02,Gas,Transmission,8.0,Steel,None/Unknown,Unknown,720.0,Y,3.0,3.0,CPZ-443,Adequate,2014-02-21,-924.0,,,1,7.0,9.0
A100388,Service Line/Riser,1982-10-15,42,4,1994-02-22,South Bay,37.47218,-121.95617,1994-04-12,Gas,Transmission,6.0,Cast Iron,Asphalt Enamel,,200.0,N,3.0,3.0,CPZ-632,Underprotected,1992-08-21,-981.0,,,1,6.0,10.0
A100389,CP Rectifier,2002-06-28,23,5,2019-02-24,South Bay,37.10533,-122.00516,2020-11-27,Gas,Distribution,,Steel,FBE,ERW,200.0,Y,3.0,3.0,CPZ-295,Adequate,2010-12-30,-847.0,,,2,7.0,9.0
A100390,Valve Station,1991-12-18,33,5,2017-12-06,Central Valley,37.18441,-121.2202,2018-08-23,Gas,Distribution,,Steel,Tape Wrap,Unknown,200.0,N,4.0,3.0,CPZ-876,Adequate,1995-06-28,-919.0,,,1,7.0,8.0
A100391,Gas Distribution Main,1972-09-28,52,3,2017-05-10,Peninsula,37.66389,-122.48263,2017-08-18,Gas,Distribution,10.0,Cast Iron,FBE,,30.0,Y,4.0,3.0,CPZ-247,Unknown,2006-02-24,-914.0,,,2,9.0,10.0
A100392,Valve Station,1964-07-04,61,4,1969-09-27,North Bay,38.31095,-123.16731,1971-10-20,Gas,Distribution,,Steel,Asphalt Enamel,Seamless,200.0,N,2.0,1.0,CPZ-318,Adequate,1981-08-12,-910.0,,,0,3.0,5.0
A100393,Gas Transmission Pipeline,1975-02-08,50,3,1978-09-04,Central Valley,37.92068,-120.88234,1980-04-06,Gas,Transmission,8.0,Steel,Asphalt Enamel,Unknown,300.0,Y,1.0,2.0,CPZ-539,Unknown,2022-08-18,-765.0,1986-02-16,13.0,0,5.0,8.0
A100394,Gas Distribution Main,1957-09-24,67,5,1966-01-03,Peninsula,37.38245,-122.43397,1967-01-27,Gas,Transmission,6.0,Wrought Iron,None/Unknown,,148.0,N,1.0,2.0,CPZ-167,Underprotected,1960-05-02,-806.0,,,3,8.0,10.0
A100395,Valve Station,2021-02-10,4,5,2021-09-29,East Bay,37.7547,-122.16248,2022-12-13,Gas,Transmission,,Steel,Asphalt Enamel,Unknown,500.0,N,1.0,2.0,CPZ-530,Adequate,2023-06-05,-903.0,,,0,4.0,5.0
A100396,Test Station,2019-04-13,6,3,2023-07-23,Peninsula,37.56237,-122.33774,2024-01-05,Gas,Distribution,,Steel,Tape Wrap,ERW,30.0,N,4.0,1.0,CPZ-577,Adequate,2023-04-18,-932.0,,,0,4.0,4.0
A100397,Anode Bed,1998-01-06,27,4,2016-07-26,San Francisco,37.73163,-122.47656,2018-09-20,Gas,Transmission,,Steel,Asphalt Enamel,Unknown,720.0,N,3.0,5.0,CPZ-595,Overprotected,2024-12-11,-1022.0,,,1,8.0,10.0
A100398,Test Station,1990-06-08,35,2,2025-04-11,San Francisco,37.81446,-122.50354,2025-07-27,Gas,Transmission,,Steel,Coal Tar,SAW,720.0,N,4.0,1.0,CPZ-589,Underprotected,2011-07-16,-995.0,,,0,8.0,7.0
A100399,Gas Transmission Pipeline,2012-01-10,13,1,2021-04-11,North Bay,38.29646,-122.86521,2022-10-21,Gas,Transmission,6.0,Steel,Tape Wrap,Seamless,300.0,N,2.0,1.0,CPZ-865,Overprotected,2014-08-13,-940.0,2021-07-14,2.0,1,5.0,6.0
A100400,Launcher/Receiver,2003-08-10,22,2,2015-12-21,South Bay,37.01029,-121.65733,2016-04-16,Gas,Transmission,,Steel,Tape Wrap,SAW,148.0,N,4.0,3.0,CPZ-692,Overprotected,2019-09-10,-941.0,2010-03-04,0.0,0,7.0,7.0
A100401,Launcher/Receiver,2014-01-27,11,2,2015-11-04,South Bay,37.26174,-122.22364,2016-12-26,Gas,Transmission,,Steel,None/Unknown,ERW,300.0,N,3.0,1.0,CPZ-111,Unknown,2021-03-18,-725.0,2020-08-20,1.0,0,4.0,7.0
A100402,Service Line/Riser,2002-06-19,23,3,2021-09-05,Central Valley,37.9148,-121.25487,2023-07-06,Gas,Distribution,20.0,Cast Iron,None/Unknown,,30.0,Y,4.0,3.0,CPZ-150,Adequate,2021-06-10,-858.0,,,0,8.0,8.0
A100403,Pipeline Casing,1998-06-13,27,2,2005-01-14,East Bay,37.73367,-122.09991,2005-08-06,Gas,Transmission,30.0,Steel,Tape Wrap,SAW,148.0,N,4.0,4.0,CPZ-640,Adequate,2024-05-19,-786.0,2016-02-09,13.0,2,9.0,10.0
A100404,CP Rectifier,2001-12-17,23,2,2004-08-26,Peninsula,37.56086,-122.40681,2006-10-24,Gas,Distribution,,Steel,Tape Wrap,ERW,60.0,N,4.0,1.0,CPZ-252,Underprotected,2004-06-21,-947.0,,,3,6.0,9.0
A100405,Valve Station,2013-03-04,12,2,2024-10-27,South Bay,37.08278,-121.87112,2025-01-06,Gas,Transmission,,Steel,FBE,Seamless,148.0,N,4.0,5.0,CPZ-327,Underprotected,2019-09-27,-821.0,,,0,9.0,10.0
A100406,Gas Transmission Pipeline,1964-08-21,61,3,1986-08-03,Sierra,38.91942,-120.93935,1988-08-23,Gas,Transmission,4.0,Steel,None/Unknown,Unknown,500.0,N,1.0,1.0,CPZ-819,Adequate,2011-03-11,-934.0,1995-01-27,5.0,1,5.0,7.0
A100407,Anode Bed,1959-08-23,66,5,2007-09-09,Central Valley,37.64032,-121.26991,2008-09-08,Gas,Distribution,,Steel,Asphalt Enamel,ERW,100.0,N,4.0,3.0,CPZ-664,Adequate,1971-12-18,-874.0,,,0,5.0,7.0
A100408,Gas Transmission Pipeline,1977-08-01,48,4,2018-10-27,East Bay,37.8663,-121.85752,2020-09-05,Gas,Transmission,24.0,Steel,Coal Tar,Unknown,1000.0,N,3.0,5.0,CPZ-932,Overprotected,2011-02-09,-909.0,2018-05-09,2.0,0,9.0,9.0
A100409,Launcher/Receiver,1992-09-11,32,5,2007-05-01,Central Valley,37.17663,-121.2129,2008-11-15,Gas,Transmission,,Steel,Tape Wrap,Unknown,148.0,N,2.0,5.0,CPZ-737,Adequate,2002-01-01,-929.0,2012-06-17,13.0,0,9.0,9.0
A100410,Launcher/Receiver,2016-12-09,8,1,2020-08-12,Sierra,39.23462,-120.01532,2021-08-06,Gas,Transmission,,Steel,None/Unknown,ERW,300.0,N,2.0,5.0,CPZ-386,Overprotected,2017-12-27,-916.0,2023-09-30,2.0,0,9.0,9.0
A100411,CP Rectifier,2007-12-02,17,1,2024-11-07,Peninsula,37.30003,-122.10776,2026-08-23,Gas,Transmission,,Steel,Asphalt Enamel,ERW,720.0,N,3.0,2.0,CPZ-769,Adequate,2013-06-25,-746.0,,,0,5.0,6.0
A100412,Gas Distribution Main,1957-01-16,68,5,1986-06-27,East Bay,37.60642,-122.08616,1987-12-10,Gas,Distribution,36.0,Steel,None/Unknown,Unknown,200.0,Y,3.0,2.0,CPZ-436,Adequate,1984-03-13,-900.0,,,1,8.0,9.0
A100413,Test Station,1984-05-22,41,2,1989-04-09,Central Valley,37.13914,-121.19435,1990-05-25,Gas,Distribution,,Steel,None/Unknown,SAW,100.0,N,3.0,2.0,CPZ-425,Adequate,2007-01-20,-896.0,,,2,7.0,8.0
A100414,Regulator Station,1962-10-13,62,1,2007-01-15,North Bay,38.56282,-122.42811,2007-05-24,Gas,Transmission,,Steel,Coal Tar,Unknown,500.0,Y,2.0,5.0,CPZ-399,Adequate,1970-02-10,-922.0,,,1,10.0,10.0
A100415,Test Station,2017-10-24,7,4,2020-08-11,South Bay,37.16991,-121.88345,2021-11-20,Gas,Distribution,,Steel,Tape Wrap,Unknown,148.0,Y,4.0,4.0,CPZ-398,Adequate,2023-09-30,-827.0,,,2,10.0,10.0
A100416,Anode Bed,1993-01-15,32,5,2020-08-12,Peninsula,37.45903,-122.30889,2022-02-19,Gas,Distribution,,Steel,Tape Wrap,Unknown,200.0,Y,4.0,1.0,CPZ-706,Adequate,1996-04-28,-1038.0,,,0,7.0,6.0
A100417,Gas Distribution Main,1986-04-18,39,1,1993-03-09,Central Valley,37.98872,-121.40115,1994-12-21,Gas,Distribution,24.0,Steel,Coal Tar,Unknown,30.0,N,1.0,1.0,CPZ-478,Adequate,1995-01-29,-968.0,,,0,3.0,5.0
A100418,Valve Station,1998-12-06,26,1,2011-05-04,North Bay,38.10341,-122.9442,2011-09-30,Gas,Transmission,,Steel,Coal Tar,SAW,60.0,N,1.0,1.0,CPZ-320,Underprotected,2014-12-14,-887.0,,,3,8.0,10.0
A100419,Test Station,2010-04-26,15,1,2017-04-12,Central Valley,36.55093,-120.51738,2017-09-06,Gas,Distribution,,Steel,Coal Tar,Seamless,100.0,Y,1.0,4.0,CPZ-484,Underprotected,2020-10-31,-958.0,,,3,10.0,10.0
A100420,Test Station,2002-07-20,23,3,2012-02-09,South Bay,37.33058,-122.03514,2014-05-08,Gas,Distribution,,Steel,Asphalt Enamel,Seamless,148.0,N,4.0,3.0,CPZ-441,Adequate,2022-11-28,-881.0,,,0,4.0,6.0
A100421,Launcher/Receiver,1989-05-13,36,5,1996-12-16,Central Valley,37.59062,-120.82887,1997-09-23,Gas,Transmission,,Steel,FBE,Unknown,60.0,Y,2.0,2.0,CPZ-589,Adequate,2000-07-30,-883.0,2016-06-25,2.0,0,4.0,5.0
A100422,Regulator Station,2012-06-16,13,5,2015-02-16,East Bay,37.76883,-121.82656,2015-12-16,Gas,Transmission,,Steel,None/Unknown,ERW,1000.0,N,2.0,5.0,CPZ-709,Adequate,2017-07-02,-782.0,,,0,9.0,10.0
A100423,Test Station,2016-01-19,9,5,2022-05-30,South Bay,37.31396,-122.27317,2023-10-03,Gas,Transmission,,Steel,Tape Wrap,Seamless,1000.0,N,1.0,3.0,CPZ-462,Adequate,2024-12-09,-788.0,,,0,8.0,8.0
A100424,Regulator Station,2002-04-16,23,1,2015-01-24,East Bay,37.78379,-122.25934,2017-07-11,Gas,Distribution,,Steel,None/Unknown,Seamless,60.0,N,1.0,4.0,CPZ-594,Underprotected,2022-07-21,-737.0,,,1,10.0,10.0
A100425,CP Rectifier,1986-10-27,38,2,2015-11-12,Peninsula,37.34404,-122.17316,2017-12-16,Gas,Transmission,,Steel,Asphalt Enamel,ERW,720.0,N,2.0,5.0,CPZ-536,Adequate,1989-02-15,-887.0,,,0,7.0,8.0
A100426,Gas Distribution Main,1971-09-23,53,5,2001-02-24,East Bay,37.69287,-122.2011,2002-05-21,Gas,Distribution,8.0,Wrought Iron,Coal Tar,,60.0,N,1.0,1.0,CPZ-428,Adequate,1978-10-18,-932.0,,,0,4.0,6.0
A100427,Anode Bed,1956-12-03,68,5,1964-12-31,Sierra,39.41205,-120.61498,1966-11-17,Gas,Distribution,,Steel,Coal Tar,Unknown,60.0,N,4.0,3.0,CPZ-724,Adequate,2005-11-03,-894.0,,,0,7.0,7.0
A100428,CP Rectifier,1956-11-26,68,2,1990-07-21,North Bay,38.02452,-123.07076,1992-12-16,Gas,Distribution,,Steel,FBE,Unknown,60.0,N,3.0,2.0,CPZ-164,Overprotected,1989-09-28,-903.0,,,0,6.0,5.0
A100429,Pipeline Casing,1981-12-25,43,5,2005-06-30,Peninsula,37.47675,-122.37263,2007-04-20,Gas,Transmission,16.0,Steel,None/Unknown,ERW,1000.0,N,3.0,1.0,CPZ-539,Adequate,2012-09-12,-801.0,2009-05-28,13.0,0,5.0,7.0
